saturation;RelPerm
0.3991596638655462;0.03834295
0.476890756302521;0.0633427
0.5588235294117647;0.08500914999999999
0.6218487394957983;0.1033423
0.6995798319327731;0.11834215
0.7710084033613445;0.13834195000000002
0.8466386554621849;0.16167505000000001
0.9117647058823529;0.1866748
0.9663865546218487;0.2266744
0.9894957983193277;0.27167395
0.995798319327731;0.300007
0.995798319327731;0.33334
