x;y
3.0155832079219103;0.12943143812709032
3.422796974941746;0.13545150501672243
3.548936525365128;0.1424749163879599
3.613738960734524;0.1505016722408027
3.8153327153016128;0.15819397993311038
4.330541847435838;0.1638795986622074
4.572122714183623;0.15685618729096992
4.915323011589693;0.14749163879598665
5.005075223132971;0.13612040133779266
5.284285181872493;0.12809364548494984
5.479025729451036;0.12274247491638797
5.890301492896692;0.11638795986622075
6.1073754203343;0.10969899665551841
6.2188941240710855;0.10100334448160536
7.058671748614116;0.09732441471571908
8.158143789358832;0.09096989966555186
10.510200522976668;0.08896321070234114
13.29756439628357;0.09230769230769231
14.822565535262028;0.10167224080267559
15.368818136987228;0.11003344481605352
15.935201660325268;0.11638795986622075
16.52245798550464;0.12307692307692308
16.52245798550464;0.1290969899665552
16.52245798550464;0.13545150501672243
18.087035335242668;0.14214046822742477
18.087035335242668;0.13177257525083613
18.753592692393003;0.1250836120401338
18.753592692393003;0.11705685618729099
18.753592692393003;0.10969899665551841
19.44471453466409;0.10234113712374583
19.096027241364748;0.09130434782608697
19.799768745384103;0.08595317725752509
21.286011995353515;0.0762541806020067
20.529445073344572;0.06755852842809365
21.286011995353515;0.05986622073578596
22.070460504294445;0.05183946488294315
24.160400308263167;0.04782608695652175
25.97396855426028;0.04080267558528428
26.93118124906267;0.032441471571906355
26.93118124906267;0.02876254180602007
27.923669883357203;0.023411371237458196
32.27311343380482;0.01839464882943144
39.38083064411992;0.014715719063545152
50.734632474970645;0.012040133779264215
58.63715463356815;0.007023411371237459
71.55119572872825;0.004013377926421405
97.32225893834087;0.0020066889632107026
120.92462096386218;0.0023411371237458197
170.54033509114493;0.0016722408026755855
263.28869992326787;0.0020066889632107026
